Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Age,Age_Group,Total_Spending,Children
1949,Graduation,Married,72025.0,2014-04-29,46,967,0,556,43.0,50,0.0,1,4,8,13,2,0,1,1,1,0,0,1,66,60+,1677,0
1973,Graduation,Married,67432.0,2013-03-29,69,432,79,341,120.5,81,126.5,2,8,5,4,4,0,0,0,0,0,0,0,42,40–49,1335,1
1952,Master,Together,70545.0,2014-06-03,29,138,39,63,55.0,18,21.0,1,4,1,7,2,0,0,0,0,0,0,0,63,60+,334,1
1989,Basic,Married,17487.0,2013-03-18,37,0,0,1,7.0,4,6.0,1,1,0,2,7,0,0,0,0,0,0,0,26,<30,18,1
1969,Graduation,Together,62882.0,2012-08-09,26,509,81,497,78.0,24,97.0,2,7,5,6,4,0,0,0,0,0,0,0,46,40–49,1338,1
1953,PhD,Single,64108.0,2013-03-23,8,948,10,86,13.0,21,21.0,4,6,9,11,5,0,0,0,0,0,0,0,62,60+,1099,1
1956,Master,Together,34941.0,2013-03-06,26,39,2,25,4.0,3,24.0,2,3,0,3,8,0,0,0,0,0,0,0,59,50–59,97,2
1950,PhD,Single,48767.0,2014-01-01,79,28,1,21,3.0,0,10.0,3,2,1,3,5,0,0,0,0,0,0,0,65,60+,63,3
1978,2n Cycle,Together,38702.0,2013-08-01,71,13,11,24,13.0,8,40.0,2,3,0,4,6,0,0,0,0,0,0,0,37,30–39,109,1
1964,Graduation,Married,82224.0,2014-01-25,83,307,26,360,120.5,31,40.0,1,6,9,5,3,0,0,0,1,0,0,0,51,50–59,902,0
1952,Graduation,Together,83844.0,2013-05-12,57,901,31,345,75.0,31,126.5,1,4,4,11,1,0,0,1,0,0,0,0,63,60+,1574,0
1975,2n Cycle,Married,17003.0,2013-12-09,37,2,5,12,4.0,8,7.0,3,2,0,4,5,0,0,0,0,0,0,0,40,40–49,38,1
1995,Graduation,Single,71163.0,2014-03-09,30,283,17,372,120.5,81,44.0,1,3,8,12,1,0,0,0,0,0,0,0,20,<30,960,0
1970,Graduation,Single,33697.0,2013-09-15,34,4,3,7,0.0,3,11.0,1,1,0,2,7,1,0,0,0,0,0,0,45,40–49,28,1
1954,2n Cycle,Married,63564.0,2014-01-29,0,769,80,252,15.0,34,65.0,1,10,10,7,6,1,0,0,0,0,0,1,61,60+,1215,0
1972,PhD,Together,83443.0,2013-12-31,89,518,42,556,55.0,56,84.0,1,6,10,5,2,0,0,0,0,0,0,0,43,40–49,1497,0
1958,PhD,Together,51518.0,2013-10-03,92,350,8,66,17.0,4,4.0,2,3,2,10,3,0,0,0,0,0,0,0,57,50–59,449,1
1975,Graduation,Widow,58330.0,2013-12-25,87,445,53,213,104.0,81,126.5,1,6,4,13,4,0,0,0,0,0,0,0,40,40–49,1064,1
1969,Graduation,Married,80952.0,2013-02-28,20,778,81,556,41.0,27,44.0,1,8,5,11,8,0,1,1,1,0,0,1,46,40–49,1757,0
1979,Graduation,Together,75507.0,2014-05-02,56,709,81,374,104.0,80,80.0,1,8,6,6,3,0,0,0,0,0,0,0,36,30–39,1440,0
1978,2n Cycle,Together,63855.0,2013-02-09,28,359,35,314,93.0,81,89.0,1,7,3,13,4,0,0,0,0,0,0,0,37,30–39,1006,0
1972,PhD,Together,62220.0,2012-08-11,55,799,12,375,16.0,12,12.0,5,7,6,5,6,0,0,0,0,0,0,1,43,40–49,1226,1
1964,Graduation,Married,58512.0,2013-09-19,25,895,10,101,13.0,0,126.5,5,3,4,8,8,0,0,0,0,0,0,0,51,50–59,1171,1
1979,Master,Married,40662.0,2013-03-15,0,40,2,23,0.0,4,23.0,2,2,1,3,4,0,0,0,0,0,0,0,36,30–39,92,1
1959,PhD,Married,38829.0,2014-04-06,86,76,0,7,0.0,0,16.0,1,3,2,2,5,0,0,0,0,0,0,0,56,50–59,99,1
1981,2n Cycle,Married,35523.0,2013-10-03,8,11,5,22,12.0,5,11.0,2,3,0,3,7,0,0,0,0,0,0,0,34,30–39,66,1
1967,Graduation,Single,79146.0,2014-04-24,33,245,16,223,21.0,43,16.0,2,8,1,8,6,0,0,0,0,0,0,0,48,40–49,564,2
1988,Master,Married,78285.0,2013-10-28,13,647,81,391,120.5,67,40.0,1,6,4,10,3,0,0,0,0,0,0,0,27,<30,1427,0
1978,PhD,Single,31626.0,2013-05-10,12,39,1,9,2.0,1,34.0,1,2,1,2,7,1,0,0,0,0,0,1,37,30–39,86,1
1952,Graduation,Single,75127.0,2014-05-22,92,203,35,305,46.0,17,126.5,1,2,11,5,1,0,0,0,0,0,0,0,63,60+,833,0
1955,Graduation,Married,48726.0,2013-04-27,90,138,3,38,4.0,0,59.0,3,3,2,4,6,0,0,0,0,0,0,0,60,60+,242,1
1977,Graduation,Married,74985.0,2012-09-11,8,587,51,556,120.5,0,86.0,1,3,6,7,2,0,0,0,0,0,0,0,38,30–39,1869,0
1987,Graduation,Together,67430.0,2012-09-05,6,595,81,291,120.5,81,121.0,1,11,5,12,6,0,0,0,0,0,0,0,28,<30,1364,0
1965,2n Cycle,Married,46891.0,2013-09-01,91,43,12,23,29.0,15,61.0,1,2,1,4,4,0,0,0,0,0,0,0,50,50–59,183,1
1956,Master,Married,62058.0,2013-05-26,52,301,7,74,10.0,0,58.0,4,6,1,7,6,0,0,0,0,0,0,0,59,50–59,450,1
1979,Graduation,Married,72063.0,2013-07-03,3,180,32,348,76.0,32,90.0,2,5,2,12,2,0,0,0,0,0,0,0,36,30–39,758,1
1951,PhD,Married,78939.0,2013-12-12,57,794,81,243,120.5,0,126.5,1,8,5,6,3,0,0,0,0,0,0,0,64,60+,1507,0
1965,Graduation,Single,42720.0,2013-04-24,9,392,5,91,28.0,26,112.0,8,7,3,7,8,0,0,0,0,0,0,1,50,50–59,654,2
1972,Graduation,Married,33622.0,2013-04-13,22,39,1,22,3.0,4,12.0,3,2,0,4,7,0,0,0,0,0,0,0,43,40–49,81,2
1957,PhD,Together,6835.0,2012-12-08,76,107,2,12,2.0,2,12.0,0,0,0,1,20,0,0,0,0,0,0,0,58,50–59,137,1
1953,Graduation,Together,41452.0,2013-03-06,86,13,0,3,0.0,0,0.0,1,1,0,2,7,0,0,0,0,0,0,0,62,60+,16,2
1965,PhD,Single,40760.0,2013-08-30,64,70,0,17,0.0,0,6.0,2,2,1,3,6,0,0,0,0,0,0,0,50,50–59,93,1
1958,PhD,Together,74250.0,2014-01-26,90,680,11,392,75.0,0,0.0,1,2,11,4,1,0,0,0,0,0,0,0,57,50–59,1158,0
1955,Master,Single,51124.0,2013-12-18,79,26,1,11,0.0,1,4.0,2,1,0,3,3,0,0,0,0,0,0,0,60,60+,43,2
1971,Graduation,Single,72258.0,2013-09-12,28,522,0,522,120.5,81,126.5,2,6,9,5,2,0,0,0,0,0,0,0,44,40–49,1525,1
1974,PhD,Single,71466.0,2014-04-05,86,412,12,546,78.0,81,0.0,1,4,4,10,1,0,0,0,0,0,0,0,41,40–49,1230,0
1976,Graduation,Together,36283.0,2014-04-14,42,6,5,5,8.0,0,5.0,2,1,0,3,4,0,0,0,0,0,0,0,39,30–39,29,2
1970,Graduation,Single,20587.0,2014-05-11,39,2,3,6,4.0,1,9.0,1,1,1,2,7,0,0,0,0,0,0,0,45,40–49,25,1
1972,Graduation,Married,30467.0,2014-03-19,8,1,3,8,2.0,5,5.0,1,1,0,2,7,0,0,0,0,0,0,0,43,40–49,24,1
1972,Graduation,Together,31590.0,2013-06-18,40,6,2,15,6.0,6,3.0,1,1,0,3,8,0,0,0,0,0,0,0,43,40–49,38,1
1986,Basic,Married,20425.0,2012-10-29,5,4,12,5,3.0,16,17.0,2,2,0,3,7,0,0,0,0,0,0,0,29,<30,57,1
1960,Master,Together,17144.0,2014-02-15,96,18,2,19,0.0,2,6.0,5,3,0,4,7,0,0,0,0,0,0,0,55,50–59,47,2
1968,PhD,Divorced,42564.0,2013-01-02,28,324,48,186,39.0,18,126.5,6,6,8,4,7,1,0,0,0,0,0,1,47,40–49,813,1
1978,Master,Married,43783.0,2014-05-29,22,327,9,125,25.0,4,126.5,6,7,1,8,7,1,0,0,0,0,0,0,37,30–39,629,1
1976,Graduation,Divorced,40780.0,2012-09-08,30,229,27,71,13.0,3,34.0,4,7,1,5,9,0,0,0,0,0,0,0,39,30–39,377,1
1945,Master,Together,62847.0,2013-01-15,45,521,81,556,80.0,76,61.0,1,3,6,4,2,0,0,0,0,0,0,0,70,60+,1612,0
1957,PhD,Married,82017.0,2012-11-07,58,184,23,446,30.0,23,23.0,1,5,4,7,2,0,1,1,1,0,0,1,58,50–59,729,0
1950,Graduation,Single,16813.0,2013-07-19,49,4,8,11,12.0,2,13.0,1,2,0,3,7,1,0,0,0,0,0,0,65,60+,50,0
1978,Graduation,Married,51267.0,2013-10-29,37,183,2,64,7.0,2,12.0,4,3,3,5,4,0,0,0,0,0,0,0,37,30–39,270,2
1961,Graduation,Single,46524.0,2013-04-05,70,31,19,35,26.0,14,52.0,2,1,1,5,3,0,0,0,0,0,0,0,54,50–59,177,1
1962,Master,Single,45183.0,2013-01-20,33,219,3,60,12.0,9,12.0,1,4,1,7,7,0,1,0,0,0,0,0,53,50–59,315,0
1954,PhD,Married,70421.0,2014-06-28,98,479,28,136,75.0,14,35.0,3,10,3,7,6,0,0,0,0,0,0,0,61,60+,767,1
1965,2n Cycle,Divorced,60161.0,2012-10-23,17,584,44,212,46.0,8,126.5,3,11,4,8,8,0,0,0,0,0,0,0,50,50–59,1071,1
1973,Graduation,Together,73926.0,2013-03-02,54,627,81,556,120.5,81,15.0,1,6,5,12,3,0,0,0,0,0,0,0,42,40–49,1580,0
1968,Graduation,Married,19329.0,2013-12-14,39,24,1,16,12.0,2,5.0,3,4,0,3,8,0,0,0,0,0,0,0,47,40–49,60,1
1970,Master,Married,61872.0,2013-12-13,81,330,5,159,36.0,27,16.0,4,4,4,9,4,0,0,0,0,0,0,0,45,40–49,573,1
1956,Graduation,Widow,46984.0,2013-03-26,71,19,1,10,2.0,1,8.0,1,1,0,3,5,0,0,0,0,0,0,0,59,50–59,41,2
1951,Graduation,Married,34838.0,2013-01-19,62,28,23,29,29.0,14,47.0,3,2,1,4,6,0,0,0,0,0,0,0,64,60+,170,2
1944,PhD,Single,82716.0,2013-11-05,8,606,81,228,15.0,81,22.0,1,6,8,13,2,0,0,0,0,0,0,0,71,60+,1167,0
1958,Graduation,Married,48192.0,2013-04-06,76,1039,43,204,120.5,58,29.0,3,2,8,12,8,0,1,0,1,1,0,1,57,50–59,1526,0
1976,Master,Married,49681.0,2013-11-04,66,411,0,26,0.0,0,21.0,6,7,1,7,7,0,0,0,0,0,0,0,39,30–39,458,2
1971,Master,Married,56850.0,2014-03-23,83,34,1,19,2.0,7,0.0,1,1,1,3,2,0,0,0,0,0,0,0,44,40–49,63,1
1957,Graduation,Married,55267.0,2013-10-21,28,161,28,136,32.0,3,45.0,4,3,4,6,3,0,0,0,0,0,0,0,58,50–59,405,1
1972,Graduation,Married,59666.0,2013-03-22,87,623,53,178,23.0,17,126.5,7,3,2,8,8,0,1,0,0,0,0,0,43,40–49,1027,2
1972,Graduation,Single,72504.0,2013-04-06,43,604,26,470,120.5,81,94.0,2,5,9,6,2,0,0,0,0,0,0,0,43,40–49,1478,1
1981,Graduation,Married,26872.0,2013-10-16,0,3,10,8,3.0,16,32.0,1,1,1,2,6,0,0,0,0,0,0,0,34,30–39,72,0
1972,Graduation,Single,21359.0,2013-04-20,1,12,2,17,6.0,1,10.0,2,2,0,3,8,0,0,0,0,0,0,1,43,40–49,48,1
1975,Graduation,Single,73170.0,2014-05-31,1,184,81,256,50.0,30,32.0,1,5,4,6,2,0,0,0,0,0,0,0,40,40–49,726,0
1955,Master,Married,52750.0,2013-02-04,72,393,0,239,90.0,69,69.0,6,5,7,9,4,0,0,0,0,0,0,0,60,60+,860,1
1986,PhD,Together,91820.0,2013-11-23,72,410,73,556,76.0,81,30.0,0,5,5,12,1,0,0,0,0,0,0,0,29,<30,1497,0
1970,PhD,Together,65968.0,2014-05-12,12,376,9,83,19.0,4,4.0,2,5,4,7,3,0,0,0,0,0,0,0,45,40–49,495,1
1976,Graduation,Married,30772.0,2014-03-12,89,7,2,4,2.0,1,4.0,1,1,0,2,6,0,0,0,0,0,0,0,39,30–39,20,2
1954,Graduation,Single,22507.0,2012-11-24,67,68,0,226,51.0,81,68.0,3,10,2,4,9,0,0,0,0,0,0,0,61,60+,570,0
1972,Graduation,Married,65685.0,2014-03-29,54,642,14,49,0.0,7,57.0,1,9,2,9,5,0,0,0,0,0,0,0,43,40–49,769,1
1978,2n Cycle,Married,25804.0,2013-09-01,34,8,7,9,13.0,6,12.0,2,2,0,3,8,0,0,0,0,0,0,0,37,30–39,55,1
1980,PhD,Single,76412.0,2013-05-05,15,840,53,556,23.0,71,17.0,1,5,4,8,3,0,0,1,1,0,0,1,35,30–39,1808,0
1972,Graduation,Married,22063.0,2013-08-08,43,7,10,13,3.0,11,11.0,2,2,0,3,7,0,0,0,0,0,0,0,43,40–49,55,1
1961,Graduation,Single,57091.0,2014-06-15,0,464,5,64,7.0,0,37.0,1,7,3,7,5,0,0,0,0,1,0,1,54,50–59,577,0
1963,Graduation,Married,22419.0,2013-04-18,74,30,3,47,19.0,21,42.0,1,3,2,2,8,0,0,0,0,0,0,0,52,50–59,162,0
1959,Graduation,Together,87771.0,2013-05-22,61,1492,38,287,50.0,57,33.0,1,5,10,4,6,0,1,1,1,1,0,1,56,50–59,1957,1
1959,2n Cycle,Divorced,78353.0,2013-04-16,51,752,81,476,39.0,81,34.0,1,10,2,11,8,0,0,0,0,0,0,0,56,50–59,1576,1
1954,Graduation,Married,93404.0,2013-05-07,97,1279,15,287,20.0,0,15.0,3,3,4,7,5,0,1,1,0,0,0,0,61,60+,1616,3
1962,Graduation,Divorced,37859.0,2013-01-12,75,22,1,8,2.0,1,2.0,2,1,0,3,8,0,0,0,0,0,0,0,53,50–59,36,3
1958,PhD,Widow,80995.0,2013-05-11,83,860,28,409,73.0,56,56.0,1,8,9,4,4,0,0,0,0,0,0,0,57,50–59,1482,1
1984,Graduation,Together,16529.0,2014-03-01,23,3,0,5,13.0,0,1.0,1,1,0,3,6,0,0,0,0,0,0,0,31,30–39,22,1
1976,PhD,Divorced,55412.0,2013-11-22,65,10,5,28,11.0,1,8.0,1,2,0,3,5,0,0,0,0,0,0,0,39,30–39,63,2
1992,Graduation,Single,48789.0,2012-09-10,94,351,16,156,7.0,5,126.5,1,6,4,7,6,0,0,0,0,0,0,0,23,<30,680,0
1967,PhD,Together,56575.0,2013-05-05,42,421,5,90,0.0,16,10.0,3,7,3,7,5,0,0,0,0,0,0,0,48,40–49,542,2
1980,2n Cycle,Together,25130.0,2013-10-02,10,2,5,7,0.0,18,18.0,2,2,0,3,7,0,0,0,0,0,0,0,35,30–39,50,1
1967,Graduation,Married,35441.0,2013-02-14,94,25,1,9,2.0,1,1.0,2,1,0,3,8,0,0,0,0,0,0,0,48,40–49,39,2
1956,Graduation,Married,71391.0,2013-03-29,50,336,81,274,46.0,81,126.5,5,6,5,12,3,0,0,0,0,0,0,0,59,50–59,1043,1
1972,Master,Single,49494.0,2013-04-25,46,191,9,97,0.0,6,82.0,2,6,1,5,7,0,0,0,0,0,0,0,43,40–49,385,1
1980,Graduation,Divorced,81702.0,2012-09-23,98,563,50,556,28.0,31,126.5,1,7,7,12,3,0,0,0,0,0,0,0,35,30–39,1633,0
1980,2n Cycle,Single,45889.0,2013-07-02,42,31,0,6,0.0,1,8.0,1,1,0,3,6,0,0,0,0,0,0,0,35,30–39,46,1
1977,Graduation,Single,56628.0,2014-03-21,30,479,5,82,7.0,17,126.5,2,7,6,5,5,1,0,0,0,0,0,0,38,30–39,761,1
1950,Graduation,Together,34026.0,2013-08-05,11,18,6,15,12.0,8,17.0,3,2,1,3,5,0,0,0,0,0,0,0,65,60+,76,2
1974,Graduation,Married,40049.0,2012-11-29,61,91,65,52,10.0,44,28.0,3,3,2,6,5,0,0,0,0,0,0,0,41,40–49,290,1
1988,Graduation,Single,34176.0,2014-05-12,12,5,7,24,19.0,14,20.0,4,3,0,4,6,0,0,0,0,0,0,0,27,<30,89,1
1981,Graduation,Married,19419.0,2012-11-10,76,2,14,28,16.0,3,7.0,4,4,0,3,9,0,0,0,0,0,0,0,34,30–39,70,1
1960,2n Cycle,Married,82504.0,2013-07-27,2,362,50,431,120.5,35,54.0,1,3,6,7,1,0,0,0,0,0,0,0,55,50–59,1066,0
1970,Graduation,Together,81205.0,2014-01-13,43,724,74,556,97.0,55,126.5,1,5,6,7,2,1,0,1,0,1,0,1,45,40–49,2009,0
1991,2n Cycle,Single,61618.0,2012-09-29,27,605,81,399,0.0,45,126.5,2,3,6,8,3,0,0,0,0,0,0,0,24,<30,1345,0
1956,Master,Single,55284.0,2012-12-24,60,547,7,140,0.0,7,63.0,3,7,5,8,5,0,0,0,0,0,0,0,59,50–59,764,1
1963,Graduation,Single,49980.0,2013-10-23,79,104,1,54,13.0,9,14.0,2,3,1,5,5,0,0,0,0,0,0,0,52,50–59,195,1
1980,Graduation,Married,15072.0,2013-05-10,96,8,2,15,0.0,10,18.0,4,3,1,3,5,0,0,0,0,0,0,0,35,30–39,53,2
1974,Graduation,Single,49166.0,2013-06-13,17,224,2,25,7.0,0,110.0,2,5,3,3,6,0,0,0,0,0,0,0,41,40–49,368,1
1954,PhD,Married,65324.0,2014-01-11,0,384,0,102,21.0,32,5.0,3,6,2,9,4,0,0,0,0,0,0,0,61,60+,544,1
1957,2n Cycle,Married,82347.0,2012-11-06,38,556,54,556,120.5,81,63.0,1,7,7,10,3,1,0,0,1,0,0,0,58,50–59,1853,0
1966,PhD,Together,30843.0,2014-05-26,43,24,0,2,0.0,0,9.0,2,1,1,2,5,1,0,0,0,0,0,0,49,40–49,35,2
1974,PhD,Married,46374.0,2014-03-17,1,408,0,21,0.0,0,17.0,3,7,1,7,8,0,1,0,1,0,0,1,41,40–49,446,1
1979,Graduation,Single,60474.0,2013-04-01,25,265,81,303,120.5,9,126.5,7,10,2,12,7,0,0,0,0,0,0,0,36,30–39,1180,1
1973,Master,Married,38576.0,2014-03-04,2,34,0,7,0.0,0,0.0,1,1,0,3,7,0,0,0,0,0,0,0,42,40–49,41,1
1985,Graduation,Married,55357.0,2013-02-19,66,374,64,116,84.0,25,64.0,3,6,2,11,5,0,0,0,0,0,0,0,30,30–39,727,2
1966,Graduation,Together,37758.0,2012-10-04,49,27,2,10,0.0,0,1.0,2,1,0,3,8,0,0,0,0,0,0,0,49,40–49,40,2
1989,2n Cycle,Married,85710.0,2013-05-05,5,600,20,350,29.0,30,33.0,1,6,9,10,2,0,0,1,0,0,0,0,26,<30,1062,0
1969,Graduation,Together,23228.0,2014-01-26,71,13,2,18,6.0,1,0.0,2,2,0,3,8,0,0,0,0,0,0,0,46,40–49,40,1
1969,Master,Together,44602.0,2014-02-15,35,167,2,89,0.0,0,34.0,6,6,1,4,8,0,0,0,0,0,0,0,46,40–49,292,2
1987,Graduation,Married,7500.0,2013-01-09,94,0,2,3,4.0,1,5.0,1,0,0,3,6,0,0,0,0,0,0,0,28,<30,15,0
1989,2n Cycle,Together,38683.0,2012-10-04,80,46,35,69,84.0,41,66.0,6,4,1,6,7,0,0,0,0,0,0,0,26,<30,341,1
1975,2n Cycle,Single,49514.0,2013-12-17,61,88,39,78,58.0,13,93.0,2,6,1,4,7,0,0,0,0,0,0,0,40,40–49,369,1
1973,PhD,Together,57906.0,2013-06-11,29,243,11,119,10.0,3,15.0,3,4,2,8,4,0,0,0,0,0,0,0,42,40–49,401,1
1966,Master,Single,43456.0,2013-03-26,0,275,11,68,25.0,7,7.0,3,5,1,8,5,0,0,0,0,0,0,0,49,40–49,393,1
1986,Master,Single,19485.0,2013-09-24,80,6,0,4,0.0,0,0.0,1,1,0,2,7,0,0,0,0,0,0,0,29,<30,10,2
1978,Graduation,Together,53172.0,2013-05-06,54,121,62,90,68.0,20,125.0,3,2,3,8,3,0,0,0,0,0,0,0,37,30–39,486,1
1979,Graduation,Together,30545.0,2012-10-17,71,4,12,15,19.0,7,12.0,2,2,0,3,7,0,0,0,0,0,0,0,36,30–39,69,1
1983,PhD,Together,70123.0,2013-09-28,27,1308,0,396,23.0,0,0.0,1,5,7,4,3,0,1,0,0,1,0,0,32,30–39,1727,0
1959,Graduation,Single,62450.0,2014-01-06,61,515,47,267,62.0,66,38.0,2,5,5,4,3,0,1,0,0,0,0,0,56,50–59,995,1
1976,Graduation,Together,21675.0,2014-06-11,55,4,0,16,17.0,4,4.0,3,4,0,3,7,0,0,0,0,0,0,0,39,30–39,45,1
1981,2n Cycle,Single,42395.0,2014-04-04,35,48,13,57,24.0,15,25.0,4,3,1,4,7,0,0,0,0,0,0,0,34,30–39,182,2
1978,Master,Together,61346.0,2013-10-06,34,562,58,168,43.0,16,126.5,1,5,7,10,3,0,0,0,0,0,0,0,37,30–39,989,1
1953,Graduation,Together,80812.0,2013-09-17,95,769,22,500,120.5,81,33.0,1,4,8,5,2,1,0,1,1,0,0,0,62,60+,1677,0
1971,Master,Divorced,42835.0,2013-06-30,64,379,4,93,12.0,9,98.0,7,6,6,4,6,0,0,0,0,0,0,0,44,40–49,595,2
1983,Graduation,Married,39922.0,2013-02-14,30,29,12,59,19.0,1,36.0,2,3,0,4,8,0,0,0,0,0,0,0,32,30–39,156,1
1956,Master,Single,86424.0,2014-04-05,12,387,68,556,89.0,45,68.0,1,6,9,12,1,0,0,0,0,0,0,0,59,50–59,1226,0
1978,2n Cycle,Together,17117.0,2013-01-17,96,12,23,38,30.0,18,7.0,4,3,1,3,9,0,0,0,0,0,0,0,37,30–39,128,1
1972,Graduation,Single,24762.0,2014-02-10,16,6,10,12,3.0,15,40.0,3,3,1,2,8,1,0,0,0,0,0,1,43,40–49,86,1
1975,Graduation,Married,35797.0,2012-10-16,16,27,1,14,4.0,1,21.0,2,2,0,3,8,0,0,0,0,0,0,0,40,40–49,68,1
1975,Graduation,Divorced,36627.0,2013-07-23,78,9,1,5,0.0,0,1.0,1,0,0,3,5,0,0,0,0,0,0,0,40,40–49,16,2
1981,2n Cycle,Married,51111.0,2014-06-19,83,22,0,19,6.0,5,3.0,2,2,0,3,6,0,0,0,0,0,0,0,34,30–39,55,2
1972,PhD,Single,86857.0,2012-09-12,96,899,81,556,120.5,81,40.0,1,5,6,10,2,0,0,0,0,0,0,1,43,40–49,2114,0
1970,PhD,Together,82072.0,2013-07-02,67,889,55,556,120.5,81,126.5,1,3,2,13,1,0,0,0,0,0,0,0,45,40–49,2018,0
1953,PhD,Single,46231.0,2012-11-26,87,189,2,55,0.0,5,12.0,4,6,1,4,9,0,0,0,0,0,0,0,62,60+,263,3
1959,Graduation,Married,42243.0,2013-12-11,34,48,0,2,0.0,0,5.0,2,2,0,3,7,0,0,0,0,0,0,0,56,50–59,55,2
1962,Graduation,Together,51195.0,2013-04-01,46,230,14,156,82.0,24,58.0,8,9,2,5,8,0,0,0,0,0,0,0,53,50–59,564,2
1978,Master,Single,68092.0,2013-12-16,7,852,60,207,78.0,36,48.0,2,2,6,10,5,0,0,0,0,0,0,0,37,30–39,1281,0
1973,Graduation,Married,31814.0,2013-02-09,73,35,3,20,4.0,1,20.0,2,2,0,3,9,1,0,0,0,0,0,0,42,40–49,83,1
1965,Master,Widow,51390.0,2012-09-08,54,205,20,47,23.0,2,56.0,6,5,2,5,5,0,0,0,0,0,0,0,50,50–59,353,2
1983,Graduation,Married,76630.0,2014-01-14,93,255,31,446,40.0,56,126.5,1,3,10,11,1,0,0,0,0,0,0,0,32,30–39,1003,0
1991,Basic,Single,26868.0,2014-04-30,52,0,0,1,8.0,3,2.0,1,1,0,2,7,0,0,0,0,0,0,0,24,<30,14,1
1943,PhD,Divorced,48948.0,2013-02-01,53,437,8,206,120.5,49,42.0,2,7,10,5,6,1,0,0,0,0,0,1,72,60+,902,0
1972,PhD,Single,55260.0,2012-12-12,81,825,8,53,11.0,0,126.5,2,8,10,5,6,0,0,0,0,0,0,0,43,40–49,1139,1
1956,Graduation,Together,64090.0,2013-08-07,8,316,58,161,76.0,51,126.5,1,6,9,4,5,0,0,0,0,0,0,1,59,50–59,797,1
1958,Graduation,Divorced,78331.0,2014-01-23,97,756,81,354,120.5,81,61.0,2,10,6,7,4,0,0,0,0,0,0,0,57,50–59,1638,1
1974,PhD,Married,37087.0,2013-08-11,50,194,55,134,15.0,0,3.0,3,4,2,8,6,0,0,0,0,0,0,0,41,40–49,401,1
1986,Graduation,Divorced,21846.0,2013-10-22,38,7,17,18,6.0,10,26.0,4,4,0,3,8,0,0,0,0,0,0,0,29,<30,84,1
1958,Graduation,Married,81320.0,2013-02-06,61,183,33,493,59.0,81,57.0,1,4,3,10,2,0,0,0,0,0,0,0,57,50–59,928,0
1970,Graduation,Divorced,54137.0,2013-08-16,46,171,0,11,0.0,1,20.0,2,4,1,4,6,0,0,0,0,0,0,0,45,40–49,203,1
1967,Graduation,Together,66825.0,2013-07-14,73,243,81,405,29.0,40,40.0,1,4,5,6,2,0,0,0,0,0,0,0,48,40–49,858,0
1973,Graduation,Together,57100.0,2013-12-04,19,181,21,69,39.0,3,96.0,1,3,3,6,3,0,0,0,0,0,0,0,42,40–49,409,0
1969,Graduation,Together,58917.0,2013-03-24,10,151,7,89,0.0,7,28.0,5,4,1,6,5,0,0,0,0,0,0,0,46,40–49,282,3
1977,Graduation,Single,85072.0,2014-04-09,94,494,81,391,120.5,11,126.5,1,3,4,10,0,0,0,0,0,0,0,0,38,30–39,1423,0
1961,Graduation,Single,86429.0,2013-11-21,10,464,28,556,29.0,18,37.0,0,7,4,7,2,0,0,0,1,0,0,1,54,50–59,1449,0
1971,Graduation,Widow,45684.0,2013-12-02,37,5,1,5,10.0,0,7.0,1,1,0,2,7,0,0,0,0,0,0,0,44,40–49,28,1
1974,Graduation,Together,47889.0,2014-01-04,94,29,0,29,0.0,5,4.0,1,2,0,3,5,0,0,0,0,0,0,0,41,40–49,67,1
1986,PhD,Married,45921.0,2014-03-10,23,102,9,49,24.0,3,12.0,1,2,1,6,4,0,0,0,0,0,0,0,29,<30,199,0
1966,PhD,Single,78420.0,2013-06-29,75,604,28,556,91.0,28,28.0,1,3,10,8,1,0,0,0,0,0,0,0,49,40–49,1453,0
1992,Graduation,Together,75114.0,2013-11-07,40,571,12,523,63.0,60,24.0,1,3,10,5,2,0,0,0,0,0,0,0,23,<30,1253,0
1963,PhD,Widow,52278.0,2013-01-25,24,953,0,71,0.0,0,126.5,6,10,5,10,8,0,0,0,0,0,0,1,52,50–59,1198,1
1972,Master,Married,35641.0,2013-07-14,11,63,3,67,8.0,9,28.0,2,3,1,4,7,0,0,0,0,0,0,1,43,40–49,178,1
1994,Graduation,Single,95529.0,2012-12-03,29,770,29,556,120.5,27,24.0,1,7,3,7,3,0,0,1,0,0,0,1,21,<30,1990,0
1954,Graduation,Married,62820.0,2013-05-11,51,398,61,265,120.5,61,53.0,1,3,4,6,1,0,0,0,0,0,0,0,61,60+,976,0
1960,Master,Together,73113.0,2013-12-26,86,741,19,154,50.0,9,28.0,1,3,4,7,2,0,0,0,0,0,0,0,55,50–59,1001,0
1982,PhD,Married,84169.0,2013-08-07,9,1478,19,403,0.0,19,0.0,1,7,6,6,3,0,1,1,0,0,0,1,33,30–39,1919,0
